state,sld_page,substation_name,substation_code,voltage_levels,connected_substations,generators_attached,notes
QLD,QLD-k,JORDAN,T213,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-k,KUMBARILLA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-k,MILLMERRAN PS,R5,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-k,MILLMERRAN,R4,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-k,BULLI CREEK,R3,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-k,DOWNS SF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SSAFD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,TENNYSON,T142,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,CORINDA,SSQR16,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SSQR16,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,ROCKLEA,H16,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,OAKEY GT PS,T146,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,OAKEY,T189,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,DAADINE,T188,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,DALBY,T2,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,TANGKAM,T147,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,MIDDLE RIDGE,H14,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,WARWICK,T58,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,STANTHORPE,T60,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,YARRANLEA,T10,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,LOCKROSE,T78,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,KEARNEYS SPRING,T167,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,TOOWOOMBA,T43,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,POSTMANS RIDGE,SST29,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SST29,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,TORRINGTON,T116,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,GATTON BULK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SUPPLY,SSGBS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SSGBS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,ALGESTER,T161,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,RUNCORN,T24,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,RICHLANDS,T187,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,SUMNER,T160,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,WEST DARRA,T155,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,BB72BB71,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-l,OAKEY SF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,WEST END,SSWED,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSWED,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,ASHGROVE WEST,T30,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,MILTON,SSMLT,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSMLT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,VICTORIA PARK,SSVPK,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSVPK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,ANN ST,SSAST,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSAST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSCSTSSMST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSQRT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSMLS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSNSD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,BUNDAMBA,T162,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,REDBANK PLAINS,T80,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,ABERMAIN,T136,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,WULKURAKA,SSQRW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSQRW,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,RACEVIEW,SSRVW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSRVW,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,BLACKSTONE,H72,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,GOODNA,H38,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SWANBANK E,H51,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SWANBANK E PS,H55,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,KELVIN GROVE,SSKVG,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSKVG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,WELLINGTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,ROAD,SSWRD,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-m,SSWRD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSQR46,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BEENLEIGH,T108,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,NTH SPRINGWOOD,SSNSW,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSNSW,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,YATALA,SSYTA,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSYTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,COOMERA,SSCMA,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSCMA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,LOGANLEA,H22,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,DOBOY,SSDBS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSDBS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,MURARRIE,H21,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BELMONT,H3,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,CLEVELAND,SSCVL,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSCVL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,MUDGEERABA,H4,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,CADES COUNTY,T81,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,ROBINA,T128,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SURFERS PARADISE,SSSPD,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSSPD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,IBIS,SSIBS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSIBS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,STRADBROKE ISLAND,SSSIS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSSIS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,MOLENDINAR,H31,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SOUTHPORT,SSSPO,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSSPO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BROADBEACH,SSBBH,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSBBH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,NERANG,T75,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BURLEIGH HEADS,SSBHD,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSBHD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,TERRANORA,T174,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BROWNS PLAINS,SSBPN,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSBPN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSJBB,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,ROCKY POINT,SSRPT,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSRPT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSLBS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SST114,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSVSL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,MERRIMAC,SSMMC,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSMMC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,BUNGALORA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
QLD,QLD-n,SSBBS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,KEMPSEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,MULLUMBIMBY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,EWINGSDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,SUFFOLK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,LENNOX,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,HEAD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BALLINA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,ALSTONVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,DUNOON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,LISMORE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,RALEIGH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,KOOLKHAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,EAST LISMORE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,SOUTH LISMORE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,LISMORE S/S,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,CASINO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,TENTERFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,GLEN INNES,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,INVERELL MOREE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,DUMERESQ,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,ARMIDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,GUNNEDAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,NARRABRI,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BOGGABRI EAST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BOAMBEE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,NAMBUCCA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,MACKSVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,PORT MACQUARIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,COFFS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,HARBOUR,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,RAPVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,TAREE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,STROUD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BERESFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BRANDY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,KURRI,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,CAPRAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,LANDSDOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,ZONE SUB,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,ROTHBURY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BOGGABRI,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,BUNGALORA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,MOREE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,DORRIGO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,WHITE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,ROCK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-a,SAPPHIRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,TAMWORTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,MUSWELLBROOK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,MITCHELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,SINGLETON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,LIDDELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,TOMAGO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,HAWKS NEST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,MUNMORAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,VALES,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,COLONGRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,CHARMHAVEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,WYONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,TUGGERAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,WAMBERAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,OURIMBAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,GOSFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-b,SOMMERSBY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,GEN MAIN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,WARATAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,BROADMEADOW MEREWETHER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,CHARLESTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,ARGENTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,NEWCASTLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,ERARING,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,RATHMINES,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,MORISSET,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,AWABA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,MARYLAND,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,JESMOND,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,GTGT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,SYDNEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,MACQUARIE PARK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,KEMPS CREEK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-c,TORONTO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,VINEYARD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,HAWKSBURY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,ROUSE HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,MUNGERIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,LANE COVE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,MEADOWBANK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,TOP RYDE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,MASON PARK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,CHULLORA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,MARRICKVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,HOMEBUSH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,DRUMMOYNE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,ROZELLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-d,SCHOFIE LDS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,PARKLEA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,CASTLE HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,CHERITON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,AVENUE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,BELLA VISTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,BAULKHAM,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,HILLS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,CARLINGFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,BEACONSFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,CANTERBURY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,NEW CANTERBURY 91A92C,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,ST PETER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,BELMORE PARK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,ROCKDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,PEAKHURST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,KOGARAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,CLOVELLYZETLAND,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,HURSTVILLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,KINGSFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,MAROUBRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,BUNNERONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-e,KURNELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,GWAWLEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,CRONULLA KIRRAWEE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,PORT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,HACKING,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,MENAI,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,HAYMARKET,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,CAMPBELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,GREEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,SQUARE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,DOUBLE BAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,SURRY HILLS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,DALLEY STREET,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,WAVERLEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,ROSE BAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,DOONSIDE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,ROOTY HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,QUAKERS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,A CB,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,BLACKTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,ARNDELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,HUNTINGWOOD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,ENGADINE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,PYRMONT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
NSW,NSW-f,ALEXANDRIA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
